rent_time,rent_station,return_time,return_station,rent,infodate
2023/2/11 18:00,松山路292巷口,2023/2/11 18:00,松仁路95巷口,00:09:25,2023/2/11
2023/2/11 23:00,松山路292巷口,2023/2/11 23:00,松山車站,00:04:29,2023/2/11
2023/2/11 07:00,捷運象山站(3號出口),2023/2/11 07:00,松德站,00:05:44,2023/2/11
2023/2/11 07:00,捷運象山站(3號出口),2023/2/11 07:00,松德站,00:10:22,2023/2/11
2023/2/11 08:00,捷運象山站(3號出口),2023/2/11 08:00,安強公園,00:05:40,2023/2/11
2023/2/11 11:00,捷運象山站(3號出口),2023/2/11 11:00,松德站,00:03:22,2023/2/11
2023/2/11 12:00,捷運象山站(3號出口),2023/2/11 13:00,捷運市政府站(3號出口),00:12:10,2023/2/11
2023/2/11 14:00,捷運象山站(3號出口),2023/2/11 14:00,象山公園,00:13:24,2023/2/11
2023/2/11 16:00,捷運象山站(3號出口),2023/2/11 16:00,基隆光復路口,00:10:28,2023/2/11
2023/2/11 17:00,捷運象山站(3號出口),2023/2/11 18:00,景新公園,00:10:27,2023/2/11
2023/2/11 18:00,捷運象山站(3號出口),2023/2/11 18:00,松山家商(林口街),00:08:48,2023/2/11
2023/2/11 18:00,捷運象山站(3號出口),2023/2/11 18:00,松仁路253巷3弄,00:08:29,2023/2/11
2023/2/11 18:00,捷運象山站(3號出口),2023/2/11 18:00,興雅松仁路口,00:18:01,2023/2/11
2023/2/11 19:00,捷運象山站(3號出口),2023/2/11 19:00,松山家商(林口街),00:05:36,2023/2/11
2023/2/11 19:00,捷運象山站(3號出口),2023/2/11 19:00,松友公園,00:05:25,2023/2/11
2023/2/11 19:00,捷運象山站(3號出口),2023/2/11 19:00,松山家商(林口街),00:08:19,2023/2/11
2023/2/11 19:00,捷運象山站(3號出口),2023/2/11 20:00,松友公園,00:33:07,2023/2/11
2023/2/11 20:00,世貿三館,2023/2/11 20:00,仁愛國中,00:43:02,2023/2/11
2023/2/11 08:00,世貿三館,2023/2/11 08:00,仁愛安和路口,00:09:49,2023/2/11
2023/2/11 09:00,世貿三館,2023/2/11 09:00,吳興街260巷,00:10:09,2023/2/11
2023/2/11 15:00,世貿三館,2023/2/11 15:00,捷運忠孝敦化站(2號出口),00:13:56,2023/2/11
2023/2/11 15:00,世貿三館,2023/2/11 16:00,臺北醫學大學,00:09:07,2023/2/11
2023/2/11 19:00,世貿三館,2023/2/11 20:00,臺灣科技大學側門,00:22:28,2023/2/11
2023/2/11 20:00,世貿三館,2023/2/11 20:00,仁愛國中,00:44:03,2023/2/11
2023/2/11 20:00,世貿三館,2023/2/11 21:00,喬治工商,00:59:45,2023/2/11
2023/2/11 21:00,世貿三館,2023/2/11 22:00,興雅松仁路口,00:10:53,2023/2/11
2023/2/11 08:00,松德虎林街口,2023/2/11 08:00,吳興街260巷,00:11:41,2023/2/11
2023/2/11 10:00,松德虎林街口,2023/2/11 10:00,松仁路95巷口,00:06:47,2023/2/11
2023/2/11 11:00,松德虎林街口,2023/2/11 11:00,捷運信義安和站(1號出口),00:17:32,2023/2/11
2023/2/11 13:00,松德虎林街口,2023/2/11 14:00,松德虎林街口,00:35:06,2023/2/11
2023/2/11 15:00,松德虎林街口,2023/2/11 16:00,市府松高路口,00:17:23,2023/2/11
2023/2/11 16:00,松德虎林街口,2023/2/11 19:00,松德虎林街口,02:47:57,2023/2/11
2023/2/11 21:00,松德虎林街口,2023/2/11 21:00,信義松德路口,00:04:16,2023/2/11
2023/2/11 04:00,富台公園,2023/2/11 05:00,雅祥公園(松信路50巷口),00:03:15,2023/2/11
2023/2/11 09:00,富台公園,2023/2/11 09:00,松仁路95巷口,00:05:23,2023/2/11
2023/2/11 11:00,富台公園,2023/2/11 12:00,捷運松山站(3號出口),00:08:44,2023/2/11
2023/2/11 12:00,富台公園,2023/2/11 12:00,基隆忠孝路口西南側,00:08:36,2023/2/11
2023/2/11 14:00,富台公園,2023/2/11 14:00,春光公園,00:04:08,2023/2/11
2023/2/11 16:00,富台公園,2023/2/11 17:00,富台公園,00:37:20,2023/2/11
2023/2/11 20:00,富台公園,2023/2/11 21:00,信義廣場(台北101),00:23:00,2023/2/11
2023/2/11 20:00,富台公園,2023/2/11 21:00,黎忠區民活動中心,00:27:11,2023/2/11
